query,name,site,type,subtypes,category,phone,full_address,borough,street,city,postal_code,state,us_state,country,country_code,latitude,longitude,time_zone,plus_code,area_service,rating,reviews,reviews_link,reviews_tags,reviews_per_score,reviews_per_score_1,reviews_per_score_2,reviews_per_score_3,reviews_per_score_4,reviews_per_score_5,photos_count,photo,street_view,located_in,working_hours,working_hours_old_format,other_hours,popular_times,business_status,about,range,posts,logo,description,verified,owner_id,owner_title,owner_link,reservation_links,booking_appointment_link,menu_link,order_links,location_link,place_id,google_id,cid,reviews_id,located_google_id
"discount supermarket, Skopje, North Macedonia",KAM,http://kam.com.mk/,Discount supermarket,"Discount supermarket, Grocery store",??????????? ?? ??????,+389 2 310 9790,"Jani Lukrovski 3, Skopje 1000",Gazi Baba,Jani Lukrovski 3,Skopje,1000,,,Republic of North Macedonia,MK,42.002716,21.4623235,Europe/Skopje,,FALSE,4.3,406,"https://search.google.com/local/reviews?placeid=ChIJ29TGMJ0VVBMRqw4HTaTCSBU&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 13, ""2"": 10, ""3"": 50, ""4"": 113, ""5"": 220}",13,10,50,113,220,19,https://lh5.googleusercontent.com/p/AF1QipP7YlbVFySNHMQbN2l10wer3IjQ1TaCAogh_3D4=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipP7YlbVFySNHMQbN2l10wer3IjQ1TaCAogh_3D4=w1600-h1000-k-no,,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}",Monday: 8AM-10PM | Tuesday: 8AM-10PM | Wednesday: 8AM-10PM | Thursday: 8AM-10PM | Friday: 8AM-10PM | Saturday: 8AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true}}",,,https://lh6.googleusercontent.com/-ktbZng-3mv0/AAAAAAAAAAI/AAAAAAAAAAA/WJxjo-5twSM/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.09E+20,KAM,https://www.google.com/maps/contrib/108886594090463820074,,,,,"https://www.google.com/maps/place/KAM/@42.002716,21.4623235,14z/data=!4m8!1m2!2m1!1sKAM!3m4!1s0x1354159d30c6d4db:0x1548c2a44d070eab!8m2!3d42.002716!4d21.4623235",ChIJ29TGMJ0VVBMRqw4HTaTCSBU,0x1354159d30c6d4db:0x1548c2a44d070eab,1.53E+18,1.53E+18,
"discount supermarket, Skopje, North Macedonia",?????? ??????,http://www.alda.mk/,Supermarket,Supermarket,???????????,+389 71 666 822,"Sv, Prohor Pcinski 144, Skopje 1117",Chair,"Sv, Prohor Pcinski 144",Skopje,1117,,,Republic of North Macedonia,MK,42.0107509,21.4338644,Europe/Skopje,,FALSE,5,6,"https://search.google.com/local/reviews?placeid=ChIJMUEjkVgVVBMRpvqHKI2JIi0&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 0, ""4"": 0, ""5"": 6}",0,0,0,0,6,326,https://lh5.googleusercontent.com/p/AF1QipOqJV6rJJYw994Rff22vNNrEbWGtoFAV9tIoc2p=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipOqJV6rJJYw994Rff22vNNrEbWGtoFAV9tIoc2p=w1600-h1000-k-no,,"{""Monday"": ""7AM-10PM"", ""Tuesday"": ""7AM-10PM"", ""Wednesday"": ""7AM-10PM"", ""Thursday"": ""7AM-10PM"", ""Friday"": ""7AM-10PM"", ""Saturday"": ""7AM-10PM"", ""Sunday"": ""Closed""}",Monday: 7AM-10PM | Tuesday: 7AM-10PM | Wednesday: 7AM-10PM | Thursday: 7AM-10PM | Friday: 7AM-10PM | Saturday: 7AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}}",,,https://lh5.googleusercontent.com/-Hgi-q2scjXk/AAAAAAAAAAI/AAAAAAAAAAA/o1oemz8BFao/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.12E+20,?????? ??????,https://www.google.com/maps/contrib/112202336426486403167,,,,,"https://www.google.com/maps/place/%D0%9C%D0%B0%D1%80%D0%BA%D0%B5%D1%82+%E2%80%9E%D0%90%D0%BB%D0%B4%D0%B0%E2%80%9C/@42.0107509,21.433864399999997,14z/data=!4m8!1m2!2m1!1s%D0%9C%D0%B0%D1%80%D0%BA%D0%B5%D1%82+%E2%80%9E%D0%90%D0%BB%D0%B4%D0%B0%E2%80%9C!3m4!1s0x1354155891234131:0x2d22898d2887faa6!8m2!3d42.0107509!4d21.433864399999997",ChIJMUEjkVgVVBMRpvqHKI2JIi0,0x1354155891234131:0x2d22898d2887faa6,3.25E+18,3.25E+18,
"discount supermarket, Skopje, North Macedonia",Jumbo - Vero Center,http://www.jumbo.gr/,Supermarket,"Supermarket, Appliance store, Home goods store, General store, Toy store",????? ??????????,+389 2 321 6006,"XCVR+4QX, Boulevard Kocho Racin, Skopje 1000",Centar,"XCVR+4QX, Boulevard Kocho Racin",Skopje,1000,,,Republic of North Macedonia,MK,41.9928523,21.4419698,Europe/Skopje,,FALSE,4.4,3938,"https://search.google.com/local/reviews?placeid=ChIJoQh9pLkVVBMRBiKBgPNCZGM&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 120, ""2"": 100, ""3"": 402, ""4"": 824, ""5"": 2492}",120,100,402,824,2492,782,https://lh5.googleusercontent.com/p/AF1QipM04HZJvk1Zr76d5y3h0HBdbuZCI3PxL6fS7WjY=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM04HZJvk1Zr76d5y3h0HBdbuZCI3PxL6fS7WjY=w1600-h1000-k-no,,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""10AM-8PM""}",Monday: 8AM-10PM | Tuesday: 8AM-10PM | Wednesday: 8AM-10PM | Thursday: 8AM-10PM | Friday: 8AM-10PM | Saturday: 8AM-10PM | Sunday: 10AM-8PM,,,OPERATIONAL,"{""Service options"": {""Kerbside pickup"": true, ""In-store shopping"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible lift"": true}}",,,,,FALSE,,Jumbo - Vero Center,,,,,,"https://www.google.com/maps/place/Jumbo+-+Vero+Center/@41.992852299999996,21.4419698,14z/data=!4m8!1m2!2m1!1sJumbo+-+Vero+Center!3m4!1s0x135415b9a47d08a1:0x636442f380812206!8m2!3d41.992852299999996!4d21.4419698",ChIJoQh9pLkVVBMRBiKBgPNCZGM,0x135415b9a47d08a1:0x636442f380812206,7.16E+18,7.16E+18,
"discount supermarket, Skopje, North Macedonia",Grigos Market,,Grocery store,Grocery store,???????????,,"XCHQ+3R8, Georgi Dimitrov, Skopje 1000",Kisela Voda,"XCHQ+3R8, Georgi Dimitrov",Skopje,1000,,,Republic of North Macedonia,MK,41.977655,21.439573,Europe/Skopje,,FALSE,4,72,"https://search.google.com/local/reviews?placeid=ChIJTVwceNoVVBMRyVUtZz3nsaA&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 4, ""2"": 6, ""3"": 12, ""4"": 11, ""5"": 39}",4,6,12,11,39,13,https://lh5.googleusercontent.com/p/AF1QipOuwummoNOJnDz7yUubMz3UAFWPMMuaDoY2aKGq=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNGPSVRnfK4s9HUNiscUAP4raz7_kTo-PtDZnmc=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""Closed""}",Monday: 7:30AM-9:30PM | Tuesday: 7:30AM-9:30PM | Wednesday: 7:30AM-9:30PM | Thursday: 7:30AM-9:30PM | Friday: 7:30AM-9:30PM | Saturday: 7:30AM-9:30PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}}",,,,,FALSE,,Grigos Market,,,,,,"https://www.google.com/maps/place/Grigos+Market/@41.977655,21.439573,14z/data=!4m8!1m2!2m1!1sGrigos+Market!3m4!1s0x135415da781c5c4d:0xa0b1e73d672d55c9!8m2!3d41.977655!4d21.439573",ChIJTVwceNoVVBMRyVUtZz3nsaA,0x135415da781c5c4d:0xa0b1e73d672d55c9,1.16E+19,-6.87E+18,
"discount supermarket, Skopje, North Macedonia",Stokomak - Hipodrom,,Grocery store,Grocery store,???????????,+389 2 252 2081,"Valandovska, Skopje 1000",Gazi Baba,Valandovska,Skopje,1000,,,Republic of North Macedonia,MK,41.9953256,21.5098178,Europe/Skopje,,FALSE,4.3,110,,,"{""1"": 4, ""2"": 3, ""3"": 11, ""4"": 28, ""5"": 64}",4,3,11,28,64,,,,,"{""Monday"": ""8AM-9:30PM"", ""Tuesday"": ""8AM-9:30PM"", ""Wednesday"": ""8AM-9:30PM"", ""Thursday"": ""8AM-9:30PM"", ""Friday"": ""8AM-9:30PM"", ""Saturday"": ""8AM-9:30PM"", ""Sunday"": ""8AM-3PM""}",Monday: 8AM-9:30PM | Tuesday: 8AM-9:30PM | Wednesday: 8AM-9:30PM | Thursday: 8AM-9:30PM | Friday: 8AM-9:30PM | Saturday: 8AM-9:30PM | Sunday: 8AM-3PM,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}, ""Payments"": {""Debit cards"": true, ""NFC mobile payments"": true}}",,,https://lh3.googleusercontent.com/-wr1onnvihYg/AAAAAAAAAAI/AAAAAAAAAAA/jqc6wPml1xE/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.18E+20,Stokomak - Hipodrom,https://www.google.com/maps/contrib/117832109626398500397,,,,,"https://www.google.com/maps/place/Stokomak+-+Hipodrom/@41.9953256,21.5098178,14z/data=!4m8!1m2!2m1!1sStokomak+-+Hipodrom!3m4!1s0x13543fb2b4c40b61:0xeb01ee90a40c00b4!8m2!3d41.9953256!4d21.5098178",ChIJYQvEtLI_VBMRtAAMpJDuAes,0x13543fb2b4c40b61:0xeb01ee90a40c00b4,1.69E+19,,
"discount supermarket, Skopje, North Macedonia",Market ?Dia?,,Supermarket,Supermarket,???????????,+389 78 396 439,"Lazar Trpovski 99, Skopje 1000 MK, Skopje 1000",Chair,"Lazar Trpovski 99, Skopje 1000 MK",Skopje,1000,,,Republic of North Macedonia,MK,42.0166533,21.4363259,Europe/Skopje,,FALSE,4.7,23,"https://search.google.com/local/reviews?placeid=ChIJo0QlOJEVVBMRV86yG_C-iwc&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 0, ""3"": 1, ""4"": 4, ""5"": 18}",0,0,1,4,18,3,https://lh5.googleusercontent.com/p/AF1QipPVs6tO1yuUokHqmkvuC54mhAPbShIBqXyyQ9jv=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPVs6tO1yuUokHqmkvuC54mhAPbShIBqXyyQ9jv=w1600-h1000-k-no,,"{""Monday"": ""Open 24 hours"", ""Tuesday"": ""Open 24 hours"", ""Wednesday"": ""Open 24 hours"", ""Thursday"": ""Open 24 hours"", ""Friday"": ""Open 24 hours"", ""Saturday"": ""Open 24 hours"", ""Sunday"": ""Open 24 hours""}",Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}}",,,https://lh5.googleusercontent.com/-LC2CIFHG_Dg/AAAAAAAAAAI/AAAAAAAAAAA/MmBDzZmWUIU/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.09E+20,Market ?Dia?,https://www.google.com/maps/contrib/109460656838267287794,,,,,"https://www.google.com/maps/place/Market+%E2%80%9EDia%E2%80%9C/@42.0166533,21.4363259,14z/data=!4m8!1m2!2m1!1sMarket+%E2%80%9EDia%E2%80%9C!3m4!1s0x13541591382544a3:0x78bbef01bb2ce57!8m2!3d42.0166533!4d21.4363259",ChIJo0QlOJEVVBMRV86yG_C-iwc,0x13541591382544a3:0x78bbef01bb2ce57,5.44E+17,5.44E+17,
"discount supermarket, Skopje, North Macedonia",Reptil Market Zelen Pazar,http://reptilmarketi.mk/,Supermarket,Supermarket,???????????,+389 72 807 245,"11th October St. 16, Skopje 1000",Centar,11th October St. 16,Skopje,1000,,,Republic of North Macedonia,MK,41.9915396,21.4336156,Europe/Skopje,,FALSE,3.9,16,"https://search.google.com/local/reviews?placeid=ChIJ5_MQxlcVVBMR2hCEmefvvdI&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 0, ""2"": 2, ""3"": 5, ""4"": 1, ""5"": 8}",0,2,5,1,8,3,https://lh5.googleusercontent.com/p/AF1QipMtd0JmKPdQixtF9zKaG1WxIOhb_RIdmHp0Veim=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMtd0JmKPdQixtF9zKaG1WxIOhb_RIdmHp0Veim=w1600-h1000-k-no,,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""Closed""}",Monday: 7AM-9PM | Tuesday: 7AM-9PM | Wednesday: 7AM-9PM | Thursday: 7AM-9PM | Friday: 7AM-9PM | Saturday: 7AM-9PM | Sunday: Closed,,,OPERATIONAL,"{""From the business"": {""Identifies as women-owned"": true}, ""Service options"": {""In-store shopping"": true, ""Same-day delivery"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true}, ""Offerings"": {""Organic products"": true, ""Prepared foods"": true, ""Salad bar"": true}, ""Amenities"": {""Wi-Fi"": true}, ""Payments"": {""Cash only"": true, ""Debit cards"": true, ""NFC mobile payments"": true, ""Credit cards"": true}, ""Other"": {""Identifies as women-owned"": true}}",,,https://lh6.googleusercontent.com/-UwNSD7qbrM0/AAAAAAAAAAI/AAAAAAAAAAA/SDPz1TzVghw/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.13E+20,Reptil Market Zelen Pazar,https://www.google.com/maps/contrib/113019406850553012204,,,,,"https://www.google.com/maps/place/Reptil+Market+Zelen+Pazar/@41.991539599999996,21.4336156,14z/data=!4m8!1m2!2m1!1sReptil+Market+Zelen+Pazar!3m4!1s0x13541557c610f3e7:0xd2bdefe7998410da!8m2!3d41.991539599999996!4d21.4336156",ChIJ5_MQxlcVVBMR2hCEmefvvdI,0x13541557c610f3e7:0xd2bdefe7998410da,1.52E+19,-3.26E+18,
"discount supermarket, Skopje, North Macedonia",Stokomak,,Discount supermarket,Discount supermarket,??????????? ?? ??????,,"Butel, 1000, Skopje",Butel,"Butel, 1000",Skopje,1000,,,Republic of North Macedonia,MK,42.0239471,21.4369822,Europe/Skopje,,FALSE,4.5,141,"https://search.google.com/local/reviews?placeid=ChIJ8xC_hhkVVBMRk3r4puwet6M&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 4, ""2"": 3, ""3"": 13, ""4"": 21, ""5"": 100}",4,3,13,21,100,6,https://lh5.googleusercontent.com/p/AF1QipPqNWkQLHMvclieX9ak7uLOLzwVg2kVCGqck6bU=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipPqNWkQLHMvclieX9ak7uLOLzwVg2kVCGqck6bU=w1600-h1000-k-no,,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}",Monday: 8AM-10PM | Tuesday: 8AM-10PM | Wednesday: 8AM-10PM | Thursday: 8AM-10PM | Friday: 8AM-10PM | Saturday: 8AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}}",,,,,FALSE,,Stokomak,,,,,,"https://www.google.com/maps/place/Stokomak/@42.0239471,21.4369822,14z/data=!4m8!1m2!2m1!1sStokomak!3m4!1s0x1354151986bf10f3:0xa3b71eeca6f87a93!8m2!3d42.0239471!4d21.4369822",ChIJ8xC_hhkVVBMRk3r4puwet6M,0x1354151986bf10f3:0xa3b71eeca6f87a93,1.18E+19,-6.65E+18,
"discount supermarket, Skopje, North Macedonia",KAM,http://kam.com.mk/,Discount store,"Discount store, Discount supermarket",?????????? ?? ????????? ?? ??????,+389 2 323 8096,"487 2, Skopje 1000",Centar,487 2,Skopje,1000,,,Republic of North Macedonia,MK,42.000712,21.417504,Europe/Skopje,,FALSE,4.3,272,"https://search.google.com/local/reviews?placeid=ChIJxavbdk8UVBMRmrXww6y1vRE&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 9, ""2"": 10, ""3"": 38, ""4"": 58, ""5"": 157}",9,10,38,58,157,9,https://lh5.googleusercontent.com/p/AF1QipO8V6rEJcygPsXjlqadEQ6c1Cf78XHBH4z5kDsR=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipO8V6rEJcygPsXjlqadEQ6c1Cf78XHBH4z5kDsR=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-10PM"", ""Tuesday"": ""7:30AM-10PM"", ""Wednesday"": ""7:30AM-10PM"", ""Thursday"": ""7:30AM-10PM"", ""Friday"": ""7:30AM-10PM"", ""Saturday"": ""Closed"", ""Sunday"": ""Closed""}",Monday: 7:30AM-10PM | Tuesday: 7:30AM-10PM | Wednesday: 7:30AM-10PM | Thursday: 7:30AM-10PM | Friday: 7:30AM-10PM | Saturday: Closed | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,https://lh4.googleusercontent.com/-ZwfE6GWeLM8/AAAAAAAAAAI/AAAAAAAAAAA/zOg3SHVP0ZY/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.07E+20,KAM,https://www.google.com/maps/contrib/107178512539255336264,,,,,"https://www.google.com/maps/place/KAM/@42.000712,21.417503999999997,14z/data=!4m8!1m2!2m1!1sKAM!3m4!1s0x1354144f76dbabc5:0x11bdb5acc3f0b59a!8m2!3d42.000712!4d21.417503999999997",ChIJxavbdk8UVBMRmrXww6y1vRE,0x1354144f76dbabc5:0x11bdb5acc3f0b59a,1.28E+18,1.28E+18,
"discount supermarket, Skopje, North Macedonia",???? ??????? - ????????,http://zito.com.mk/,Supermarket,Supermarket,???????????,+389 43 226 990,"????? ?????????, Skopje 1000, Skopje 1000",Gazi Baba,"????? ?????????, Skopje 1000",Skopje,1000,,,Republic of North Macedonia,MK,42.0107874,21.460873,Europe/Skopje,,FALSE,4,178,"https://search.google.com/local/reviews?placeid=ChIJUzOo3XAVVBMR0JB1TL6wls8&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 12, ""2"": 10, ""3"": 29, ""4"": 42, ""5"": 85}",12,10,29,42,85,4,https://lh5.googleusercontent.com/p/AF1QipMJoxG4y53yGGEiNltpyleacIHbaw_c14VNECHQ=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipMJoxG4y53yGGEiNltpyleacIHbaw_c14VNECHQ=w1600-h1000-k-no,,"{""Monday"": ""7AM-9PM"", ""Tuesday"": ""7AM-9PM"", ""Wednesday"": ""7AM-9PM"", ""Thursday"": ""7AM-9PM"", ""Friday"": ""7AM-9PM"", ""Saturday"": ""7AM-9PM"", ""Sunday"": ""7AM-2PM""}",Monday: 7AM-9PM | Tuesday: 7AM-9PM | Wednesday: 7AM-9PM | Thursday: 7AM-9PM | Friday: 7AM-9PM | Saturday: 7AM-9PM | Sunday: 7AM-2PM,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}, ""Accessibility"": {""Wheelchair-accessible entrance"": true}}",,,https://lh6.googleusercontent.com/-hKFzdK7dldY/AAAAAAAAAAI/AAAAAAAAAAA/lqsyOtmgOVo/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.06E+20,???? ??????? - ????????,https://www.google.com/maps/contrib/106461551571594159413,,,,,"https://www.google.com/maps/place/%D0%96%D0%B8%D1%82%D0%BE+%D0%9C%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%B8+-+%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%B0%D1%80%D0%B0/@42.0107874,21.460873,14z/data=!4m8!1m2!2m1!1s%D0%96%D0%B8%D1%82%D0%BE+%D0%9C%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%B8+-+%D0%96%D0%B5%D0%BB%D0%B5%D0%B7%D0%B0%D1%80%D0%B0!3m4!1s0x13541570dda83353:0xcf96b0be4c7590d0!8m2!3d42.0107874!4d21.460873",ChIJUzOo3XAVVBMR0JB1TL6wls8,0x13541570dda83353:0xcf96b0be4c7590d0,1.50E+19,-3.49E+18,
"discount supermarket, Skopje, North Macedonia",Tinex,http://tinex.com.mk/,Supermarket,Supermarket,???????????,+389 2 272 7509,"3rd Macedonian Brigade Blvd 56, Skopje 1000",Aerodrom,3rd Macedonian Brigade Blvd 56,Skopje,1000,,,Republic of North Macedonia,MK,41.9818893,21.4532391,Europe/Skopje,,FALSE,4.2,998,"https://search.google.com/local/reviews?placeid=ChIJl13frrcVVBMRVvrNvjN2JPE&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 40, ""2"": 38, ""3"": 142, ""4"": 262, ""5"": 516}",40,38,142,262,516,146,https://lh5.googleusercontent.com/p/AF1QipM5p8yXK-pnC0Hjli0DFRtcarCFzoSU3E8_yy25=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipM5p8yXK-pnC0Hjli0DFRtcarCFzoSU3E8_yy25=w1600-h1000-k-no,,"{""Monday"": ""8AM-10PM"", ""Tuesday"": ""8AM-10PM"", ""Wednesday"": ""8AM-10PM"", ""Thursday"": ""8AM-10PM"", ""Friday"": ""8AM-10PM"", ""Saturday"": ""8AM-10PM"", ""Sunday"": ""Closed""}",Monday: 8AM-10PM | Tuesday: 8AM-10PM | Wednesday: 8AM-10PM | Thursday: 8AM-10PM | Friday: 8AM-10PM | Saturday: 8AM-10PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true}, ""Accessibility"": {""Wheelchair-accessible car park"": true, ""Wheelchair-accessible entrance"": true, ""Wheelchair-accessible lift"": true}, ""Amenities"": {""Public toilet"": true}}",,,https://lh3.googleusercontent.com/-zvpgxBLCQXw/AAAAAAAAAAI/AAAAAAAAAAA/TPP8fOBVYuc/s44-p-k-no-ns-nd/photo.jpg,,TRUE,1.13E+20,Tinex,https://www.google.com/maps/contrib/113318190389580014588,,,,,"https://www.google.com/maps/place/Tinex/@41.9818893,21.453239099999998,14z/data=!4m8!1m2!2m1!1sTinex!3m4!1s0x135415b7aedf5d97:0xf1247633becdfa56!8m2!3d41.9818893!4d21.453239099999998",ChIJl13frrcVVBMRVvrNvjN2JPE,0x135415b7aedf5d97:0xf1247633becdfa56,1.74E+19,-1.07E+18,
"discount supermarket, Skopje, North Macedonia",Stokomak,,Discount supermarket,Discount supermarket,??????????? ?? ??????,,"Chair, Skopje, 1000",Chair,"Chair, Skopje",Skopje,1000,,,Republic of North Macedonia,MK,42.015646,21.44294,Europe/Skopje,,FALSE,4.4,115,"https://search.google.com/local/reviews?placeid=ChIJQVn2VXYVVBMRMTKy1Dz-6ZI&q=discount+supermarket,+Skopje,+North+Macedonia&authuser=0&hl=en&gl=MK",,"{""1"": 5, ""2"": 4, ""3"": 13, ""4"": 14, ""5"": 79}",5,4,13,14,79,7,https://lh5.googleusercontent.com/p/AF1QipNWMUWT4ad5ZxmThULMP5sm7-m_5ltbNB6nV3gd=w800-h500-k-no,https://lh5.googleusercontent.com/p/AF1QipNWMUWT4ad5ZxmThULMP5sm7-m_5ltbNB6nV3gd=w1600-h1000-k-no,,"{""Monday"": ""7:30AM-9:30PM"", ""Tuesday"": ""7:30AM-9:30PM"", ""Wednesday"": ""7:30AM-9:30PM"", ""Thursday"": ""7:30AM-9:30PM"", ""Friday"": ""7:30AM-9:30PM"", ""Saturday"": ""7:30AM-9:30PM"", ""Sunday"": ""Closed""}",Monday: 7:30AM-9:30PM | Tuesday: 7:30AM-9:30PM | Wednesday: 7:30AM-9:30PM | Thursday: 7:30AM-9:30PM | Friday: 7:30AM-9:30PM | Saturday: 7:30AM-9:30PM | Sunday: Closed,,,OPERATIONAL,"{""Service options"": {""In-store shopping"": true, ""Delivery"": false}}",,,,,FALSE,,Stokomak,,,,,,"https://www.google.com/maps/place/Stokomak/@42.015646,21.44294,14z/data=!4m8!1m2!2m1!1sStokomak!3m4!1s0x1354157655f65941:0x92e9fe3cd4b23231!8m2!3d42.015646!4d21.44294",ChIJQVn2VXYVVBMRMTKy1Dz-6ZI,0x1354157655f65941:0x92e9fe3cd4b23231,1.06E+19,-7.86E+18,
